Universidade,Link_DGES,Nome,Estado da IES,Unidade Organica,Subsistema,Natureza,Tipo de ensino,Link_Website,Morada,Código Postal,Telefone,Email,Distrito
Escola Superior de Educação de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/332,Instituto Politécnico de Santarém,Ativa,Escola Superior de Educação de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.ese.ipsantarem.pt,"Complexo Andaluz - Moinho de Fau, Póvoa de Santarém","2001-904, Santarém
",+351243309180,geral@ese.ipsantarem.pt,http://si.ese.ipsantarem.pt
Escola Superior de Gestão e Tecnologia de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/333,Instituto Politécnico de Santarém,Ativa,Escola Superior de Gestão e Tecnologia de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://www.esg.ipsantarem.pt,"Complexo Andaluz - Apartado 279, Póvoa de Santarém","2001-904, Santarém
",+351243303200,correio@esg.ipsantarem.pt,http://www.esg.ipsantarem.pt
Escola Superior de Saúde de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/335,Instituto Politécnico de Santarém,Ativa,Escola Superior de Saúde de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.essaude.ipsantarem.pt,"Quinta do Mergulhão - Senhora da Guia, Santarém","2005-075, Santarém
",+351243307200,geral@essaude.ipsantarem.pt,http://si.essaude.ipsantarem.pt
Escola Superior Agrária de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/331,Instituto Politécnico de Santarém,Ativa,Escola Superior Agrária de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.esa.ipsantarem.pt,"Quinta do Galinheiro - S. Pedro - Apartado 279, Póvoa de Santarém","2001-904, Santarém
",+351243307300,info@esa.ipsantarem.pt,http://si.esa.ipsantarem.pt
Escola Superior de Desporto de Rio Maior - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/334,Instituto Politécnico de Santarém,Ativa,Escola Superior de Desporto de Rio Maior - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://www.esd.ipsantarem.pt,"Av. Dr. Mário Soares - Pavilhão Multiusos, Rio Maior","2040-413, Rio Maior
",+351243999280,geral@esdrm.pt,http://www.esd.ipsantarem.pt
Escola Superior de Educação de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/332,Instituto Politécnico de Santarém,Ativa,Escola Superior de Educação de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.ese.ipsantarem.pt,"Complexo Andaluz - Moinho de Fau, Póvoa de Santarém","2001-904, Santarém
",+351243309180,geral@ese.ipsantarem.pt,http://si.ese.ipsantarem.pt
Escola Superior de Gestão e Tecnologia de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/333,Instituto Politécnico de Santarém,Ativa,Escola Superior de Gestão e Tecnologia de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://www.esg.ipsantarem.pt,"Complexo Andaluz - Apartado 279, Póvoa de Santarém","2001-904, Santarém
",+351243303200,correio@esg.ipsantarem.pt,http://www.esg.ipsantarem.pt
Escola Superior de Saúde de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/335,Instituto Politécnico de Santarém,Ativa,Escola Superior de Saúde de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.essaude.ipsantarem.pt,"Quinta do Mergulhão - Senhora da Guia, Santarém","2005-075, Santarém
",+351243307200,geral@essaude.ipsantarem.pt,http://si.essaude.ipsantarem.pt
Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_ies/33,Instituto Politécnico de Setúbal,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ips.pt,"Edifício Sede - Campus do IPS, Estefanilha, Setúbal","2910-761, Setúbal
",+351265548820,presidente@ips.pt,http://www.ips.pt
Escola Superior de Ciências Empresariais - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/338,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Ciências Empresariais - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.esce.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-503, Setúbal
",+351265709300,info@esce.ips.pt,http://www.esce.ips.pt
Escola Superior de Educação - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/336,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Educação - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.ese.ips.pt,"Campus do IPS - R. do Vale de Chaves - Estefanilha, Setúbal","2914-504, Setúbal
",+351265710800,secretaria@ese.ips.pt,http://www.ese.ips.pt
Escola Superior de Saúde - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/340,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Saúde - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.ess.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-503, Setúbal
",+351265709378,info.ess@ess.ips.pt,http://www.ess.ips.pt
Escola Superior de Tecnologia de Setúbal - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/337,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Tecnologia de Setúbal - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.estsetubal.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-508, Setúbal
",+351265790000,estsetubal@estsetubal.ips.pt,http://www.estsetubal.ips.pt
Escola Superior de Tecnologia do Barreiro - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/339,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Tecnologia do Barreiro - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.estbarreiro.ips.pt,"Rua Américo da Silva Marinho, Lavradio","2839-001, Barreiro
",+351212064660,info@estbarreiro.ips.pt,http://www.estbarreiro.ips.pt
Escola Superior de Ciências Empresariais - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/338,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Ciências Empresariais - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.esce.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-503, Setúbal
",+351265709300,info@esce.ips.pt,http://www.esce.ips.pt
Escola Superior de Educação - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/336,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Educação - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.ese.ips.pt,"Campus do IPS - R. do Vale de Chaves - Estefanilha, Setúbal","2914-504, Setúbal
",+351265710800,secretaria@ese.ips.pt,http://www.ese.ips.pt
Escola Superior de Saúde - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/340,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Saúde - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.ess.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-503, Setúbal
",+351265709378,info.ess@ess.ips.pt,http://www.ess.ips.pt
Escola Superior de Tecnologia de Setúbal - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/337,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Tecnologia de Setúbal - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.estsetubal.ips.pt,"Campus do IPS - Estefanilha, Setúbal","2914-508, Setúbal
",+351265790000,estsetubal@estsetubal.ips.pt,http://www.estsetubal.ips.pt
Escola Superior de Tecnologia do Barreiro - Instituto Politécnico de Setúbal,https://www.dges.gov.pt/simges/public/www/detalhes_uo/339,Instituto Politécnico de Setúbal,Ativa,Escola Superior de Tecnologia do Barreiro - Instituto Politécnico de Setúbal,Público,Sem Natureza,Politécnico,http://www.estbarreiro.ips.pt,"Rua Américo da Silva Marinho, Lavradio","2839-001, Barreiro
",+351212064660,info@estbarreiro.ips.pt,http://www.estbarreiro.ips.pt
Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_ies/36,Instituto Politécnico de Tomar,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipt.pt,"Quinta do Contador - Estrada da Serra, Tomar","2300-313, Tomar
",+351249328100,sec-presidencia@ipt.pt,http://www.ipt.pt
Escola Superior de Gestão de Tomar - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/352,Instituto Politécnico de Tomar,Ativa,Escola Superior de Gestão de Tomar - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.esgt.ipt.pt,"Quinta do Contador, Estrada da Serra, Tomar","2300-313, Tomar
",+351249328100,esgt@ipt.pt,http://www.esgt.ipt.pt
Escola Superior de Tecnologia de Abrantes - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/354,Instituto Politécnico de Tomar,Ativa,Escola Superior de Tecnologia de Abrantes - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.esta.ipt.pt,"R. 17 de Agosto de 1808, Abrantes","2200-370, Abrantes
",+351241379500,esta@ipt.pt,http://www.esta.ipt.pt
Escola Superior de Tecnologia de Tomar - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/353,Instituto Politécnico de Tomar,Ativa,Escola Superior de Tecnologia de Tomar - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.estt.ipt.pt,"Quinta do Contador, Estrada da Serra, Tomar","2300-313, Tomar
",+351249328100,estt@ipt.pt,http://www.estt.ipt.pt
Escola Superior de Gestão de Tomar - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/352,Instituto Politécnico de Tomar,Ativa,Escola Superior de Gestão de Tomar - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.esgt.ipt.pt,"Quinta do Contador, Estrada da Serra, Tomar","2300-313, Tomar
",+351249328100,esgt@ipt.pt,http://www.esgt.ipt.pt
Escola Superior de Tecnologia de Abrantes - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/354,Instituto Politécnico de Tomar,Ativa,Escola Superior de Tecnologia de Abrantes - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.esta.ipt.pt,"R. 17 de Agosto de 1808, Abrantes","2200-370, Abrantes
",+351241379500,esta@ipt.pt,http://www.esta.ipt.pt
Escola Superior de Tecnologia de Tomar - Instituto Politécnico de Tomar,https://www.dges.gov.pt/simges/public/www/detalhes_uo/353,Instituto Politécnico de Tomar,Ativa,Escola Superior de Tecnologia de Tomar - Instituto Politécnico de Tomar,Público,Sem Natureza,Politécnico,http://www.estt.ipt.pt,"Quinta do Contador, Estrada da Serra, Tomar","2300-313, Tomar
",+351249328100,estt@ipt.pt,http://www.estt.ipt.pt
Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_ies/34,Instituto Politécnico de Viana do Castelo,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipvc.pt,"Rua Escola Industrial e Comercial de Nun’Álvares, n.º 34, Viana do Castelo","4900-347, Viana do Castelo
",+351258809610,geral@ipvc.pt,http://www.ipvc.pt
Escola Superior Agrária - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/341,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior Agrária - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.esa.ipvc.pt,"Refóios do Lima, Mosteiro","4990-706, Ponte de Lima
",+351258909740,geral@esa.ipvc.pt,http://www.esa.ipvc.pt
Escola Superior de Ciências Empresariais - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/344,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Ciências Empresariais - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.esce.ipvc.pt,"Av. Miguel Dantas, Valença","4930-678, Valença
",+351251800840,geral@esce.ipvc.pt,http://www.esce.ipvc.pt
Escola Superior de Desporto e Lazer de Melgaço - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/345,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Desporto e Lazer de Melgaço - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://portal.ipvc.pt,"Rua da Calçada, Vila","4960-529, Melgaço
",+351258809678,geral@esdl.ipvc.pt,http://portal.ipvc.pt
Escola Superior de Educação - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/342,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Educação - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.ese.ipvc.pt,"Av. Capitão Gaspar de Castro - Apartado 513, Viana do Castelo","4901-908, Viana do Castelo
",+351258806200,geral@ese.ipvc.pt,http://www.ese.ipvc.pt
Escola Superior de Saúde - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/346,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Saúde - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.ess.ipvc.pt,"Rua D. Moisés Alves de Pinho, Viana do Castelo","4900-314, Viana do Castelo
",+351258809550,geral@ess.ipvc.pt,http://www.ess.ipvc.pt
Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/343,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.estg.ipvc.pt,"Av. do Atlântico, Viana do Castelo","4900-348, Viana do Castelo
",+351258819700,geral@estg.ipvc.pt,http://www.estg.ipvc.pt
Escola Superior Agrária - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/341,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior Agrária - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.esa.ipvc.pt,"Refóios do Lima, Mosteiro","4990-706, Ponte de Lima
",+351258909740,geral@esa.ipvc.pt,http://www.esa.ipvc.pt
Escola Superior de Ciências Empresariais - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/344,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Ciências Empresariais - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.esce.ipvc.pt,"Av. Miguel Dantas, Valença","4930-678, Valença
",+351251800840,geral@esce.ipvc.pt,http://www.esce.ipvc.pt
Escola Superior de Desporto e Lazer de Melgaço - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/345,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Desporto e Lazer de Melgaço - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://portal.ipvc.pt,"Rua da Calçada, Vila","4960-529, Melgaço
",+351258809678,geral@esdl.ipvc.pt,http://portal.ipvc.pt
Escola Superior de Educação - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/342,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Educação - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.ese.ipvc.pt,"Av. Capitão Gaspar de Castro - Apartado 513, Viana do Castelo","4901-908, Viana do Castelo
",+351258806200,geral@ese.ipvc.pt,http://www.ese.ipvc.pt
Escola Superior de Saúde - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/346,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Saúde - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.ess.ipvc.pt,"Rua D. Moisés Alves de Pinho, Viana do Castelo","4900-314, Viana do Castelo
",+351258809550,geral@ess.ipvc.pt,http://www.ess.ipvc.pt
Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Viana do Castelo,https://www.dges.gov.pt/simges/public/www/detalhes_uo/343,Instituto Politécnico de Viana do Castelo,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Viana do Castelo,Público,Sem Natureza,Politécnico,http://www.estg.ipvc.pt,"Av. do Atlântico, Viana do Castelo","4900-348, Viana do Castelo
",+351258819700,geral@estg.ipvc.pt,http://www.estg.ipvc.pt
Instituto Politécnico de Viseu,https://www.dges.gov.pt/simges/public/www/detalhes_ies/35,Instituto Politécnico de Viseu,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipv.pt,"Av. Coronel José Maria Vale de Andrade, Campus Politécnico, Viseu","3504-510, Viseu
",+351232480703,ipv@pres.ipv.pt,http://www.ipv.pt
Escola Superior Agrária de Viseu - Instituto Politécnico de Viseu,https://www.dges.gov.pt/simges/public/www/detalhes_uo/349,Instituto Politécnico de Viseu,Ativa,Escola Superior Agrária de Viseu - Instituto Politécnico de Viseu,Público,Sem Natureza,Politécnico,http://www.esav.ipv.pt,"Estr. de Nelas, Quinta Alagoa - Ranhados, Viseu","3500-606, Viseu
",+351232480600,esav@esav.ipv.pt,http://www.esav.ipv.pt
